"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20140630","S08000022",,"Inpatient/Day case","C7",,575,,604,,589,,12,,2,,0,,1,
"20150630","S08000022",,"Inpatient/Day case","C7",,578,,589,,569,,10,,2,,5,,3,
"20160630","S08000022",,"Inpatient/Day case","C7",,593,,597,,576,,11,,4,,5,,1,
"20170630","S08000022",,"Inpatient/Day case","C7",,1028,,581,,558,,6,,2,,11,,4,
"20180630","S08000022",,"Inpatient/Day case","C7",,992,,987,,937,,14,,5,,23,,8,
"20190630","S08000022",,"Inpatient/Day case","C7",,821,,881,,823,,15,,0,,32,,11,
"20200630","S08000022",,"Inpatient/Day case","C7",,109,,189,,161,,4,,1,,13,,10,
"20210630","S08000022",,"Inpatient/Day case","C7",,715,,602,,554,,10,,2,,31,,5,
"20220630","S08000022",,"Inpatient/Day case","C7",,554,,481,,399,,6,,0,,62,,14,
"20230630","S08000022",,"Inpatient/Day case","C7",,794,,578,,509,,8,,2,,46,,13,
"20130930","S08000022",,"Inpatient/Day case","C7",,651,,610,,571,,16,,0,,10,,13,
"20140930","S08000022",,"Inpatient/Day case","C7",,561,,519,,504,,12,,1,,0,,2,
"20150930","S08000022",,"Inpatient/Day case","C7",,571,,573,,531,,15,,4,,22,,1,
"20160930","S08000022",,"Inpatient/Day case","C7",,604,,474,,455,,7,,1,,9,,2,
"20170930","S08000022",,"Inpatient/Day case","C7",,661,,780,,743,,9,,2,,19,,7,
"20180930","S08000022",,"Inpatient/Day case","C7",,888,,632,,599,,8,,0,,19,,6,
"20190930","S08000022",,"Inpatient/Day case","C7",,793,,691,,643,,17,,0,,23,,8,
"20200930","S08000022",,"Inpatient/Day case","C7",,414,,605,,556,,11,,2,,30,,6,
"20210930","S08000022",,"Inpatient/Day case","C7",,548,,459,,425,,7,,1,,17,,9,
"20220930","S08000022",,"Inpatient/Day case","C7",,665,,564,,496,,7,,1,,45,,15,
"20230930","S08000022",,"Inpatient/Day case","C7",,961,,793,,734,,3,,2,,46,,8,
"20130331","S08000022",,"Inpatient/Day case","C7",,550,,476,,452,,6,,0,,8,,10,
"20140331","S08000022",,"Inpatient/Day case","C7",,546,,643,,614,,10,,0,,10,,9,
"20150331","S08000022",,"Inpatient/Day case","C7",,541,,553,,523,,20,,1,,8,,1,
"20160331","S08000022",,"Inpatient/Day case","C7",,467,,512,,489,,10,,4,,6,,3,
"20170331","S08000022",,"Inpatient/Day case","C7",,891,,628,,606,,7,,0,,6,,9,
"20180331","S08000022",,"Inpatient/Day case","C7",,788,,803,,760,,2,,7,,22,,12,
"20190331","S08000022",,"Inpatient/Day case","C7",,752,,885,,839,,16,,0,,24,,6,
"20200331","S08000022",,"Inpatient/Day case","C7",,761,,734,,668,,13,,3,,34,,16,
"20210331","S08000022",,"Inpatient/Day case","C7",,520,,545,,506,,12,,0,,23,,4,
"20220331","S08000022",,"Inpatient/Day case","C7",,766,,609,,534,,6,,3,,58,,8,
"20230331","S08000022",,"Inpatient/Day case","C7",,763,,667,,594,,5,,1,,57,,10,
"20240331","S08000022",,"Inpatient/Day case","C7",,909,,964,,871,,4,,2,,70,,17,
"20121231","S08000022",,"Inpatient/Day case","C7",,533,,193,,183,,2,,0,,1,,7,
"20131231","S08000022",,"Inpatient/Day case","C7",,629,,620,,585,,8,,0,,17,,10,
"20141231","S08000022",,"Inpatient/Day case","C7",,506,,487,,472,,6,,3,,2,,4,
"20151231","S08000022",,"Inpatient/Day case","C7",,475,,493,,481,,4,,1,,7,,0,
"20161231","S08000022",,"Inpatient/Day case","C7",,676,,629,,607,,11,,0,,6,,5,
"20171231","S08000022",,"Inpatient/Day case","C7",,659,,833,,790,,8,,0,,27,,8,
"20181231","S08000022",,"Inpatient/Day case","C7",,771,,867,,832,,10,,4,,15,,6,
"20191231","S08000022",,"Inpatient/Day case","C7",,842,,853,,794,,11,,2,,37,,9,
"20201231","S08000022",,"Inpatient/Day case","C7",,461,,698,,648,,16,,2,,29,,3,
"20211231","S08000022",,"Inpatient/Day case","C7",,636,,566,,485,,8,,3,,61,,9,
"20221231","S08000022",,"Inpatient/Day case","C7",,674,,592,,529,,6,,2,,46,,9,
"20231231","S08000022",,"Inpatient/Day case","C7",,1101,,907,,837,,6,,2,,44,,18,
"20130630","S08000022",,"Inpatient/Day case","C13",,165,,152,,137,,9,,0,,4,,2,
"20140630","S08000022",,"Inpatient/Day case","C13",,108,,131,,125,,4,,2,,0,,0,
"20150630","S08000022",,"Inpatient/Day case","C13",,111,,117,,103,,8,,2,,3,,1,
"20160630","S08000022",,"Inpatient/Day case","C13",,95,,103,,90,,9,,3,,1,,0,
"20170630","S08000022",,"Inpatient/Day case","C13",,47,,69,,61,,4,,2,,2,,0,
"20180630","S08000022",,"Inpatient/Day case","C13",,59,,78,,72,,5,,0,,1,,0,
"20190630","S08000022",,"Inpatient/Day case","C13",,68,,68,,59,,8,,0,,1,,0,
"20200630","S08000022",,"Inpatient/Day case","C13",,6,,1,,1,,0,,0,,0,,0,
"20210630","S08000022",,"Inpatient/Day case","C13",,4,,36,,25,,3,,3,,5,,0,
"20220630","S08000022",,"Inpatient/Day case","C13",,2,,1,,1,,0,,0,,0,,0,
"20230630","S08000022",,"Inpatient/Day case","C13",,3,,1,,1,,0,,0,,0,,0,
"20130930","S08000022",,"Inpatient/Day case","C13",,141,,140,,125,,6,,0,,7,,2,
"20140930","S08000022",,"Inpatient/Day case","C13",,97,,78,,73,,5,,0,,0,,0,
"20150930","S08000022",,"Inpatient/Day case","C13",,95,,89,,79,,7,,0,,3,,0,
"20160930","S08000022",,"Inpatient/Day case","C13",,93,,84,,77,,3,,0,,4,,0,
"20170930","S08000022",,"Inpatient/Day case","C13",,113,,79,,72,,2,,0,,5,,0,
"20180930","S08000022",,"Inpatient/Day case","C13",,106,,58,,52,,5,,0,,1,,0,
"20190930","S08000022",,"Inpatient/Day case","C13",,63,,112,,95,,11,,3,,3,,0,
"20200930","S08000022",,"Inpatient/Day case","C13",,23,,34,,24,,0,,2,,8,,0,
"20210930","S08000022",,"Inpatient/Day case","C13",,0,,3,,3,,0,,0,,0,,0,
"20220930","S08000022",,"Inpatient/Day case","C13",,0,,2,,2,,0,,0,,0,,0,
"20230930","S08000022",,"Inpatient/Day case","C13",,0,,1,,1,,0,,0,,0,,0,
"20130331","S08000022",,"Inpatient/Day case","C13",,131,,93,,82,,4,,0,,2,,5,
"20140331","S08000022",,"Inpatient/Day case","C13",,140,,120,,112,,1,,0,,2,,5,
"20150331","S08000022",,"Inpatient/Day case","C13",,93,,149,,135,,12,,2,,0,,0,
"20160331","S08000022",,"Inpatient/Day case","C13",,80,,97,,83,,11,,2,,1,,0,
"20170331","S08000022",,"Inpatient/Day case","C13",,121,,73,,62,,7,,1,,3,,0,
"20180331","S08000022",,"Inpatient/Day case","C13",,71,,50,,41,,5,,4,,0,,0,
"20190331","S08000022",,"Inpatient/Day case","C13",,58,,88,,84,,2,,0,,2,,0,
"20200331","S08000022",,"Inpatient/Day case","C13",,60,,118,,61,,21,,31,,5,,0,
"20210331","S08000022",,"Inpatient/Day case","C13",,13,,6,,3,,1,,0,,1,,1,
"20220331","S08000022",,"Inpatient/Day case","C13",,3,,1,,1,,0,,0,,0,,0,
"20230331","S08000022",,"Inpatient/Day case","C13",,4,,3,,1,,0,,0,,2,,0,
"20240331","S08000022",,"Inpatient/Day case","C13",,1,,1,,0,,0,,0,,1,,0,
"20121231","S08000022",,"Inpatient/Day case","C13",,126,,64,,61,,1,,0,,0,,2,
"20131231","S08000022",,"Inpatient/Day case","C13",,151,,149,,127,,7,,0,,9,,6,
"20141231","S08000022",,"Inpatient/Day case","C13",,111,,95,,89,,4,,1,,1,,0,
"20151231","S08000022",,"Inpatient/Day case","C13",,84,,85,,66,,10,,5,,4,,0,
"20161231","S08000022",,"Inpatient/Day case","C13",,38,,72,,70,,2,,0,,0,,0,
"20171231","S08000022",,"Inpatient/Day case","C13",,77,,72,,61,,6,,3,,2,,0,
"20181231","S08000022",,"Inpatient/Day case","C13",,105,,72,,64,,3,,0,,5,,0,
"20191231","S08000022",,"Inpatient/Day case","C13",,94,,81,,61,,8,,4,,8,,0,
"20201231","S08000022",,"Inpatient/Day case","C13",,18,,48,,43,,3,,2,,0,,0,
"20221231","S08000022",,"Inpatient/Day case","C13",,0,,1,,0,,0,,0,,1,,0,
"20231231","S08000022",,"Inpatient/Day case","C13",,1,,4,,1,,0,,1,,2,,0,
"20130630","S08000022",,"Inpatient/Day case","D3",,5,,6,,4,,0,,0,,0,,2,
"20140630","S08000022",,"Inpatient/Day case","D3",,1,,0,,0,,0,,0,,0,,0,
"20150630","S08000022",,"Inpatient/Day case","D3",,1,,3,,2,,0,,0,,1,,0,
"20160630","S08000022",,"Inpatient/Day case","D3",,8,,7,,7,,0,,0,,0,,0,
"20170630","S08000022",,"Inpatient/Day case","D3",,19,,21,,18,,2,,0,,0,,1,
"20180630","S08000022",,"Inpatient/Day case","D3",,18,,18,,18,,0,,0,,0,,0,
"20190630","S08000022",,"Inpatient/Day case","D3",,18,,23,,21,,2,,0,,0,,0,
"20200630","S08000022",,"Inpatient/Day case","D3",,3,,0,,0,,0,,0,,0,,0,
"20210630","S08000022",,"Inpatient/Day case","D3",,65,,24,,17,,3,,0,,4,,0,
"20220630","S08000022",,"Inpatient/Day case","D3",,56,,32,,24,,2,,0,,5,,1,
"20230630","S08000022",,"Inpatient/Day case","D3",,60,,32,,25,,0,,0,,6,,1,
"20130930","S08000022",,"Inpatient/Day case","D3",,0,,1,,0,,0,,0,,1,,0,
"20140930","S08000022",,"Inpatient/Day case","D3",,8,,7,,7,,0,,0,,0,,0,
"20150930","S08000022",,"Inpatient/Day case","D3",,1,,0,,0,,0,,0,,0,,0,
"20160930","S08000022",,"Inpatient/Day case","D3",,8,,8,,8,,0,,0,,0,,0,
"20170930","S08000022",,"Inpatient/Day case","D3",,32,,26,,25,,1,,0,,0,,0,
"20180930","S08000022",,"Inpatient/Day case","D3",,19,,18,,15,,2,,0,,1,,0,
"20190930","S08000022",,"Inpatient/Day case","D3",,12,,20,,20,,0,,0,,0,,0,
"20200930","S08000022",,"Inpatient/Day case","D3",,9,,18,,14,,4,,0,,0,,0,
"20210930","S08000022",,"Inpatient/Day case","D3",,53,,65,,51,,5,,0,,9,,0,
"20220930","S08000022",,"Inpatient/Day case","D3",,47,,48,,36,,8,,2,,1,,1,
"20230930","S08000022",,"Inpatient/Day case","D3",,60,,74,,63,,2,,1,,8,,0,
"20130331","S08000022",,"Inpatient/Day case","D3",,6,,4,,4,,0,,0,,0,,0,
"20140331","S08000022",,"Inpatient/Day case","D3",,6,,7,,7,,0,,0,,0,,0,
"20150331","S08000022",,"Inpatient/Day case","D3",,2,,2,,2,,0,,0,,0,,0,
"20160331","S08000022",,"Inpatient/Day case","D3",,1,,0,,0,,0,,0,,0,,0,
"20170331","S08000022",,"Inpatient/Day case","D3",,23,,21,,17,,3,,0,,1,,0,
"20180331","S08000022",,"Inpatient/Day case","D3",,29,,22,,21,,0,,0,,1,,0,
"20190331","S08000022",,"Inpatient/Day case","D3",,33,,21,,20,,0,,0,,1,,0,
"20200331","S08000022",,"Inpatient/Day case","D3",,26,,16,,12,,2,,0,,1,,1,
"20210331","S08000022",,"Inpatient/Day case","D3",,38,,14,,12,,2,,0,,0,,0,
"20220331","S08000022",,"Inpatient/Day case","D3",,48,,42,,36,,3,,0,,3,,0,
"20230331","S08000022",,"Inpatient/Day case","D3",,49,,55,,48,,1,,0,,5,,1,
"20240331","S08000022",,"Inpatient/Day case","D3",,63,,55,,45,,2,,4,,4,,0,
"20121231","S08000022",,"Inpatient/Day case","D3",,1,,1,,0,,0,,0,,1,,0,
"20131231","S08000022",,"Inpatient/Day case","D3",,1,,0,,0,,0,,0,,0,,0,
"20141231","S08000022",,"Inpatient/Day case","D3",,2,,2,,1,,1,,0,,0,,0,
"20151231","S08000022",,"Inpatient/Day case","D3",,4,,4,,4,,0,,0,,0,,0,
"20161231","S08000022",,"Inpatient/Day case","D3",,15,,11,,10,,1,,0,,0,,0,
"20171231","S08000022",,"Inpatient/Day case","D3",,21,,23,,20,,0,,0,,3,,0,
"20181231","S08000022",,"Inpatient/Day case","D3",,21,,24,,21,,1,,0,,2,,0,
"20191231","S08000022",,"Inpatient/Day case","D3",,36,,25,,22,,3,,0,,0,,0,
"20201231","S08000022",,"Inpatient/Day case","D3",,37,,21,,11,,7,,0,,3,,0,
"20211231","S08000022",,"Inpatient/Day case","D3",,50,,40,,34,,3,,0,,3,,0,
"20221231","S08000022",,"Inpatient/Day case","D3",,48,,52,,41,,4,,0,,7,,0,
"20231231","S08000022",,"Inpatient/Day case","D3",,61,,60,,52,,1,,0,,7,,0,
"20130630","S08000022",,"Inpatient/Day case","AF",,33,,31,,28,,2,,0,,0,,1,
"20140630","S08000022",,"Inpatient/Day case","AF",,43,,42,,37,,2,,0,,0,,3,
"20150630","S08000022",,"Inpatient/Day case","AF",,18,,20,,18,,0,,0,,2,,0,
"20160630","S08000022",,"Inpatient/Day case","AF",,49,,42,,39,,1,,0,,2,,0,
"20170630","S08000022",,"Inpatient/Day case","AF",,43,,33,,30,,0,,1,,2,,0,
"20180630","S08000022",,"Inpatient/Day case","AF",,67,,61,,55,,2,,1,,3,,0,
"20190630","S08000022",,"Inpatient/Day case","AF",,105,,106,,100,,2,,1,,3,,0,
"20200630","S08000022",,"Inpatient/Day case","AF",,17,,15,,13,,2,,0,,0,,0,
"20210630","S08000022",,"Inpatient/Day case","AF",,106,,89,,79,,1,,0,,9,,0,
"20220630","S08000022",,"Inpatient/Day case","AF",,89,,108,,89,,8,,1,,10,,0,
"20230630","S08000022",,"Inpatient/Day case","AF",,160,,164,,155,,3,,1,,5,,0,
"20130930","S08000022",,"Inpatient/Day case","AF",,24,,27,,26,,1,,0,,0,,0,
"20140930","S08000022",,"Inpatient/Day case","AF",,31,,34,,33,,1,,0,,0,,0,
"20150930","S08000022",,"Inpatient/Day case","AF",,17,,17,,16,,1,,0,,0,,0,
"20160930","S08000022",,"Inpatient/Day case","AF",,42,,51,,50,,0,,0,,1,,0,
"20170930","S08000022",,"Inpatient/Day case","AF",,46,,58,,51,,2,,0,,5,,0,
"20180930","S08000022",,"Inpatient/Day case","AF",,65,,60,,59,,1,,0,,0,,0,
"20190930","S08000022",,"Inpatient/Day case","AF",,105,,110,,96,,9,,0,,5,,0,
"20200930","S08000022",,"Inpatient/Day case","AF",,51,,44,,39,,1,,0,,3,,1,
"20210930","S08000022",,"Inpatient/Day case","AF",,93,,103,,93,,4,,0,,5,,1,
"20220930","S08000022",,"Inpatient/Day case","AF",,90,,95,,83,,5,,0,,6,,1,
"20230930","S08000022",,"Inpatient/Day case","AF",,167,,170,,166,,1,,1,,2,,0,
"20130331","S08000022",,"Inpatient/Day case","AF",,37,,42,,37,,1,,0,,3,,1,
"20140331","S08000022",,"Inpatient/Day case","AF",,42,,47,,46,,0,,0,,0,,1,
"20150331","S08000022",,"Inpatient/Day case","AF",,35,,33,,32,,0,,0,,1,,0,
"20160331","S08000022",,"Inpatient/Day case","AF",,28,,26,,23,,2,,1,,0,,0,
"20170331","S08000022",,"Inpatient/Day case","AF",,46,,42,,42,,0,,0,,0,,0,
"20180331","S08000022",,"Inpatient/Day case","AF",,34,,35,,35,,0,,0,,0,,0,
"20190331","S08000022",,"Inpatient/Day case","AF",,94,,90,,85,,1,,0,,4,,0,
"20200331","S08000022",,"Inpatient/Day case","AF",,74,,93,,80,,4,,0,,8,,1,
"20210331","S08000022",,"Inpatient/Day case","AF",,85,,88,,80,,2,,1,,5,,0,
"20220331","S08000022",,"Inpatient/Day case","AF",,109,,105,,100,,1,,0,,4,,0,
"20230331","S08000022",,"Inpatient/Day case","AF",,117,,91,,87,,1,,0,,3,,0,
"20240331","S08000022",,"Inpatient/Day case","AF",,178,,170,,170,,0,,0,,0,,0,
"20121231","S08000022",,"Inpatient/Day case","AF",,37,,29,,26,,1,,0,,0,,2,
"20131231","S08000022",,"Inpatient/Day case","AF",,47,,35,,31,,2,,1,,0,,1,
"20141231","S08000022",,"Inpatient/Day case","AF",,36,,41,,40,,0,,0,,1,,0,
"20151231","S08000022",,"Inpatient/Day case","AF",,11,,9,,9,,0,,0,,0,,0,
"20161231","S08000022",,"Inpatient/Day case","AF",,31,,33,,31,,2,,0,,0,,0,
"20171231","S08000022",,"Inpatient/Day case","AF",,21,,20,,17,,1,,0,,2,,0,
"20181231","S08000022",,"Inpatient/Day case","AF",,103,,87,,77,,4,,0,,6,,0,
"20191231","S08000022",,"Inpatient/Day case","AF",,104,,95,,87,,2,,0,,4,,2,
"20201231","S08000022",,"Inpatient/Day case","AF",,88,,63,,62,,0,,0,,1,,0,
"20211231","S08000022",,"Inpatient/Day case","AF",,82,,71,,62,,1,,0,,8,,0,
"20221231","S08000022",,"Inpatient/Day case","AF",,113,,100,,85,,5,,1,,9,,0,
"20231231","S08000022",,"Inpatient/Day case","AF",,197,,189,,187,,0,,0,,2,,0,
"20130630","S08000022",,"Inpatient/Day case","CA",,23,,22,,20,,2,,0,,0,,0,
"20140630","S08000022",,"Inpatient/Day case","CA",,29,,22,,19,,0,,3,,0,,0,
"20150630","S08000022",,"Inpatient/Day case","CA",,39,,26,,25,,1,,0,,0,,0,
"20160630","S08000022",,"Inpatient/Day case","CA",,43,,37,,35,,2,,0,,0,,0,
"20170630","S08000022",,"Inpatient/Day case","CA",,36,,25,,24,,1,,0,,0,,0,
"20180630","S08000022",,"Inpatient/Day case","CA",,29,,32,,31,,0,,1,,0,,0,
"20190630","S08000022",,"Inpatient/Day case","CA",,26,,29,,28,,0,,0,,1,,0,
"20200630","S08000022",,"Inpatient/Day case","CA",,1,,1,,1,,0,,0,,0,,0,
"20210630","S08000022",,"Inpatient/Day case","CA",,21,,17,,15,,0,,0,,2,,0,
"20220630","S08000022",,"Inpatient/Day case","CA",,23,,22,,19,,0,,0,,3,,0,
"20230630","S08000022",,"Inpatient/Day case","CA",,19,,30,,23,,0,,2,,5,,0,
"20130930","S08000022",,"Inpatient/Day case","CA",,30,,20,,20,,0,,0,,0,,0,
"20140930","S08000022",,"Inpatient/Day case","CA",,22,,28,,24,,1,,3,,0,,0,
"20150930","S08000022",,"Inpatient/Day case","CA",,29,,49,,45,,3,,0,,1,,0,
"20160930","S08000022",,"Inpatient/Day case","CA",,19,,37,,35,,0,,2,,0,,0,
"20170930","S08000022",,"Inpatient/Day case","CA",,37,,31,,29,,1,,1,,0,,0,
"20180930","S08000022",,"Inpatient/Day case","CA",,30,,27,,26,,1,,0,,0,,0,
"20190930","S08000022",,"Inpatient/Day case","CA",,43,,26,,25,,1,,0,,0,,0,
"20200930","S08000022",,"Inpatient/Day case","CA",,19,,19,,13,,2,,1,,3,,0,
"20210930","S08000022",,"Inpatient/Day case","CA",,15,,24,,23,,0,,0,,1,,0,
"20220930","S08000022",,"Inpatient/Day case","CA",,32,,31,,22,,1,,6,,2,,0,
"20230930","S08000022",,"Inpatient/Day case","CA",,22,,20,,18,,1,,0,,1,,0,
"20130331","S08000022",,"Inpatient/Day case","CA",,18,,18,,17,,0,,0,,1,,0,
"20140331","S08000022",,"Inpatient/Day case","CA",,34,,25,,22,,1,,0,,2,,0,
"20150331","S08000022",,"Inpatient/Day case","CA",,30,,27,,24,,2,,1,,0,,0,
"20160331","S08000022",,"Inpatient/Day case","CA",,34,,38,,34,,2,,2,,0,,0,
"20170331","S08000022",,"Inpatient/Day case","CA",,20,,20,,19,,0,,1,,0,,0,
"20180331","S08000022",,"Inpatient/Day case","CA",,24,,26,,23,,0,,0,,3,,0,
"20190331","S08000022",,"Inpatient/Day case","CA",,31,,26,,21,,2,,2,,1,,0,
"20200331","S08000022",,"Inpatient/Day case","CA",,20,,28,,27,,0,,0,,1,,0,
"20210331","S08000022",,"Inpatient/Day case","CA",,12,,5,,1,,1,,2,,1,,0,
"20220331","S08000022",,"Inpatient/Day case","CA",,25,,26,,22,,0,,3,,1,,0,
"20230331","S08000022",,"Inpatient/Day case","CA",,23,,32,,22,,0,,3,,7,,0,
"20240331","S08000022",,"Inpatient/Day case","CA",,22,,22,,17,,2,,1,,2,,0,
"20121231","S08000022",,"Inpatient/Day case","CA",,23,,12,,12,,0,,0,,0,,0,
"20131231","S08000022",,"Inpatient/Day case","CA",,22,,26,,24,,2,,0,,0,,0,
"20141231","S08000022",,"Inpatient/Day case","CA",,25,,26,,22,,0,,3,,1,,0,
"20151231","S08000022",,"Inpatient/Day case","CA",,31,,26,,23,,3,,0,,0,,0,
"20161231","S08000022",,"Inpatient/Day case","CA",,30,,31,,29,,1,,1,,0,,0,
"20171231","S08000022",,"Inpatient/Day case","CA",,31,,30,,25,,3,,1,,1,,0,
"20181231","S08000022",,"Inpatient/Day case","CA",,31,,27,,27,,0,,0,,0,,0,
"20191231","S08000022",,"Inpatient/Day case","CA",,37,,29,,26,,2,,0,,1,,0,
"20201231","S08000022",,"Inpatient/Day case","CA",,29,,34,,27,,2,,4,,1,,0,
"20211231","S08000022",,"Inpatient/Day case","CA",,18,,7,,5,,0,,2,,0,,0,
"20221231","S08000022",,"Inpatient/Day case","CA",,27,,22,,20,,0,,0,,2,,0,
"20231231","S08000022",,"Inpatient/Day case","CA",,23,,21,,20,,1,,0,,0,,0,
"20130630","S08000022",,"Inpatient/Day case","C31",,135,,111,,94,,9,,0,,6,,2,
"20140630","S08000022",,"Inpatient/Day case","C31",,101,,86,,79,,5,,1,,0,,1,
"20150630","S08000022",,"Inpatient/Day case","C31",,111,,109,,101,,4,,3,,1,,0,
"20160630","S08000022",,"Inpatient/Day case","C31",,113,,106,,99,,3,,1,,3,,0,
"20170630","S08000022",,"Inpatient/Day case","C31",,101,,105,,101,,3,,0,,1,,0,
"20180630","S08000022",,"Inpatient/Day case","C31",,144,,138,,125,,3,,0,,10,,0,
"20190630","S08000022",,"Inpatient/Day case","C31",,134,,108,,95,,7,,0,,6,,0,
"20200630","S08000022",,"Inpatient/Day case","C31",,20,,35,,0,,29,,0,,5,,1,
"20210630","S08000022",,"Inpatient/Day case","C31",,164,,133,,117,,6,,0,,9,,1,
"20220630","S08000022",,"Inpatient/Day case","C31",,74,,112,,102,,4,,0,,6,,0,
"20230630","S08000022",,"Inpatient/Day case","C31",,21,,31,,28,,0,,0,,3,,0,
"20130930","S08000022",,"Inpatient/Day case","C31",,123,,147,,126,,7,,0,,8,,6,
"20140930","S08000022",,"Inpatient/Day case","C31",,121,,103,,101,,2,,0,,0,,0,
"20150930","S08000022",,"Inpatient/Day case","C31",,137,,123,,114,,6,,0,,2,,1,
"20160930","S08000022",,"Inpatient/Day case","C31",,89,,88,,83,,3,,0,,2,,0,
"20170930","S08000022",,"Inpatient/Day case","C31",,104,,101,,88,,7,,1,,5,,0,
"20180930","S08000022",,"Inpatient/Day case","C31",,133,,130,,115,,2,,0,,12,,1,
"20190930","S08000022",,"Inpatient/Day case","C31",,151,,168,,156,,6,,0,,6,,0,
"20200930","S08000022",,"Inpatient/Day case","C31",,82,,66,,46,,10,,0,,9,,1,
"20210930","S08000022",,"Inpatient/Day case","C31",,117,,133,,110,,4,,0,,18,,1,
"20220930","S08000022",,"Inpatient/Day case","C31",,34,,92,,88,,1,,0,,3,,0,
"20230930","S08000022",,"Inpatient/Day case","C31",,17,,17,,17,,0,,0,,0,,0,
"20130331","S08000022",,"Inpatient/Day case","C31",,105,,80,,73,,1,,0,,5,,1,
"20140331","S08000022",,"Inpatient/Day case","C31",,80,,124,,113,,2,,0,,6,,3,
"20150331","S08000022",,"Inpatient/Day case","C31",,120,,101,,95,,5,,0,,1,,0,
"20160331","S08000022",,"Inpatient/Day case","C31",,116,,108,,99,,4,,0,,5,,0,
"20170331","S08000022",,"Inpatient/Day case","C31",,126,,100,,90,,5,,0,,4,,1,
"20180331","S08000022",,"Inpatient/Day case","C31",,168,,202,,180,,10,,0,,11,,1,
"20190331","S08000022",,"Inpatient/Day case","C31",,145,,112,,100,,6,,0,,6,,0,
"20200331","S08000022",,"Inpatient/Day case","C31",,121,,109,,95,,3,,0,,11,,0,
"20210331","S08000022",,"Inpatient/Day case","C31",,153,,110,,92,,6,,0,,11,,1,
"20220331","S08000022",,"Inpatient/Day case","C31",,96,,127,,114,,2,,0,,11,,0,
"20230331","S08000022",,"Inpatient/Day case","C31",,13,,55,,36,,14,,0,,5,,0,
"20240331","S08000022",,"Inpatient/Day case","C31",,2,,7,,7,,0,,0,,0,,0,
"20121231","S08000022",,"Inpatient/Day case","C31",,80,,25,,21,,1,,0,,0,,3,
"20131231","S08000022",,"Inpatient/Day case","C31",,115,,111,,98,,4,,0,,5,,4,
"20141231","S08000022",,"Inpatient/Day case","C31",,78,,103,,97,,4,,1,,1,,0,
"20151231","S08000022",,"Inpatient/Day case","C31",,82,,117,,111,,4,,1,,1,,0,
"20161231","S08000022",,"Inpatient/Day case","C31",,95,,98,,88,,4,,1,,4,,1,
"20171231","S08000022",,"Inpatient/Day case","C31",,160,,118,,100,,9,,0,,9,,0,
"20181231","S08000022",,"Inpatient/Day case","C31",,105,,94,,82,,5,,0,,5,,2,
"20191231","S08000022",,"Inpatient/Day case","C31",,129,,108,,96,,3,,0,,9,,0,
"20201231","S08000022",,"Inpatient/Day case","C31",,130,,76,,69,,2,,0,,5,,0,
"20211231","S08000022",,"Inpatient/Day case","C31",,109,,165,,151,,7,,0,,6,,1,
"20221231","S08000022",,"Inpatient/Day case","C31",,21,,76,,59,,5,,0,,11,,1,
"20231231","S08000022",,"Inpatient/Day case","C31",,8,,15,,14,,1,,0,,0,,0,
"20130630","S08000022",,"Inpatient/Day case","C9",,34,,44,,42,,2,,0,,0,,0,
"20140630","S08000022",,"Inpatient/Day case","C9",,40,,46,,45,,1,,0,,0,,0,
"20150630","S08000022",,"Inpatient/Day case","C9",,44,,56,,54,,2,,0,,0,,0,
"20160630","S08000022",,"Inpatient/Day case","C9",,53,,41,,37,,3,,1,,0,,0,
"20170630","S08000022",,"Inpatient/Day case","C9",,48,,53,,51,,1,,0,,1,,0,
"20180630","S08000022",,"Inpatient/Day case","C9",,45,,55,,52,,1,,0,,2,,0,
"20190630","S08000022",,"Inpatient/Day case","C9",,43,,36,,32,,0,,1,,3,,0,
"20200630","S08000022",,"Inpatient/Day case","C9",,0,,18,,0,,0,,13,,5,,0,
"20210630","S08000022",,"Inpatient/Day case","C9",,42,,38,,28,,0,,4,,6,,0,
"20220630","S08000022",,"Inpatient/Day case","C9",,37,,41,,30,,0,,2,,8,,1,
"20230630","S08000022",,"Inpatient/Day case","C9",,30,,36,,32,,0,,0,,4,,0,
"20130930","S08000022",,"Inpatient/Day case","C9",,40,,31,,31,,0,,0,,0,,0,
"20140930","S08000022",,"Inpatient/Day case","C9",,53,,41,,39,,1,,0,,0,,1,
"20150930","S08000022",,"Inpatient/Day case","C9",,62,,57,,53,,3,,0,,1,,0,
"20160930","S08000022",,"Inpatient/Day case","C9",,48,,49,,45,,2,,1,,1,,0,
"20170930","S08000022",,"Inpatient/Day case","C9",,44,,50,,44,,2,,1,,3,,0,
"20180930","S08000022",,"Inpatient/Day case","C9",,52,,53,,49,,1,,0,,3,,0,
"20190930","S08000022",,"Inpatient/Day case","C9",,72,,42,,38,,3,,1,,0,,0,
"20200930","S08000022",,"Inpatient/Day case","C9",,37,,46,,34,,3,,2,,6,,1,
